cagrLucrosCincoAnos,cagrReceitasCincoAnos,divLiquidaEbit,divLiquidaEbitida,divLiquidaPl,dy,evEbit,evEbitida,giroAtivos,liqCorrente,lpa,mBruta,mEbit,mEbitda,maxCiquentaDuaSemana,maxMes,minCiquentaDuaSemana,minMes,mliquida,pAtivoCircLiq,pCapGiro,pEbit,pEbitida,passivoAtivo,pativo,pegRatio,pl,plAtivo,psr,pvp,roa,roe,roic,somaDyDozeMeses,ticker,tipoAtivo,valorAtual,valorizacaoAtivoDozeMeses,valorizacaoBaseDiaAnterior,valorizacaoMesAtual,vpa
-%,-%,"5,18","2,83","1,02",-,"62,06","33,88","0,36","1,30","0,25","45,72%","13,16%","24,11%","21,67","R$ 16,55","15,40","R$ 15,40","11,90%","-6,30","20,14","56,87","31,05","0,76","2,68","2,90","62,93","0,24","7,49","11,21","4,25%","17,81%","1,32%","R$ 0,0000",ESPA3,ON,"16,00","-23,74%","1,27%","3,90%","1,43"
"-16,62%","11,62%","0,88",-,"0,14","1,88","13,08",-,"0,58","1,83","0,79","27,37%","17,19%",-%,"44,79","R$ 44,79","23,39","R$ 36,06","4,30%","-1,94","11,29","14,18",-,"0,37","1,40","-0,83","56,70","0,63","2,44","2,23","2,48%","3,94%","12,04%","R$ 0,8439",FESA3,ON,"44,79","75,51%","0,02%","24,21%","20,06"
-%,"0,11%","-35,98","4,72","0,37","1,67","-105,18","13,79","0,12","1,13","-0,18","27,85%","-1,29%","9,85%","5,62","R$ 3,83","3,25","R$ 3,62","-4,37%","-0,61","1,16","-69,20","9,07","0,85","0,11","0,16","-20,47","0,15","0,89","0,71","-0,53%","-3,47%","-2,02%","R$ 0,0615",CIEL3,ON,"3,68","-15,01%","0,00%","1,66%","5,17"
-%,-%,"3,25",-,"2,30",-,"9,41",-,"0,34","1,88","0,34","50,14%","40,67%",-%,"9,04","R$ 8,22","7,40","R$ 7,83","10,39%","-1,62","3,92","6,16",-,"0,80","0,86",-,"24,11","0,20","2,51","4,36","3,57%","18,08%","14,56%","R$ 0,0000",JALL3,ON,"8,22","-9,07%","0,98%","2,24%","1,89"
"-3,97%","3,78%","0,17","0,16","0,02","2,50","11,68","10,80","0,08","2,15","0,84","31,50%","131,36%","142,02%","12,08","R$ 10,30","7,93","R$ 10,04","120,00%","-1,34","20,17","11,22","10,37","0,16","1,19","-0,39","12,28","0,84","14,73","1,43","9,72%","11,64%","11,36%","R$ 0,2570",ITSA4,PN,"10,30","17,85%","0,39%","1,98%","7,21"
"29,39%","10,93%","4,05","3,08","1,20","2,39","11,04","8,38","0,54","1,19","4,65","22,62%","16,05%","21,13%","44,17","R$ 45,00","37,60","R$ 41,01","10,80%","-0,69","17,30","6,39","4,85","0,71","0,55","0,46","9,50","0,29","1,03","1,90","5,83%","19,95%","11,29%","R$ 1,0573",CEEB5,PNA,"44,17","16,91%","4,64%","9,73%","23,31"
-%,"-8,75%","-23,32",-,-,-,"-27,42",-,"0,03","0,15","-7,29","80,85%","-655,78%",-%,"18,30","R$ 13,70","1,80","R$ 12,71","-1.542,07%","-0,89","-2,12","-4,10",-,"5,83","0,83","-0,07","-1,74","-4,83","26,88","-0,17","-47,71%","-9,87%","198,41%","R$ 0,0000",IGBR3,ON,"12,71","551,79%","-1,32%","-4,15%","-73,87"
"30,90%","3,60%","-0,03","-0,02","-0,02","4,85","2,66","2,30","0,25","0,67","7,43","97,03%","95,99%","111,07%","45,90","R$ 41,00","33,98","R$ 38,60","48,37%","-0,98","-3,73","2,64","2,28","0,67","0,64","0,03","5,23","0,33","2,53","1,92","12,27%","36,71%","36,51%","R$ 1,8863",GEPA3,ON,"38,90","5,99%","0,78%","-3,95%","20,24"
-%,"15,93%","-2,96",-,"-0,54","1,48","10,15",-,"0,69","5,27","6,36","36,04%","18,15%",-%,"59,75","R$ 59,49","18,71","R$ 54,96","25,21%","-7,47","2,56","13,00",-,"0,32","1,62","0,14","9,36","0,68","2,36","2,37","17,34%","25,34%","10,61%","R$ 0,8827",CRPG6,PNB,"59,49","170,04%","2,57%","1,67%","25,08"
-%,"-32,17%",-,-,-,-,"-3,84",-,"0,04","1,26","-2,18","-18,91%","-40,19%",-%,"3,53","R$ 3,03","2,20","R$ 2,51","-154,60%","-0,16","0,59","-4,71",-,"0,94","0,07","0,00","-1,22","0,06","1,89","1,16","-5,67%","-94,38%",-%,"R$ 0,0000",IDVL4,PN,"2,67","-1,11%","-0,37%","-2,20%","2,31"
-%,"-18,89%","1,73","1,47",-,-,"5,07","4,30","1,22","1,35","-3,70","14,36%","6,99%","8,25%","9,60","R$ 9,60","2,19","R$ 6,44","-9,00%","-0,59","2,12","3,34","2,83","1,08","0,29","0,02","-2,60","-0,08","0,23","-3,49","-11,00%","-134,47%","93,40%","R$ 0,0000",FHER3,ON,"9,60","284,00%","3,23%","49,07%","-2,75"
"2,02%","-41,88%",-,-,-,-,"9,68","-69,83","0,01","2,24","6,65","169,17%","1.391,38%","-192,91%","69,01","R$ 69,01","38,48","R$ 65,00","1.507,38%","-1,54","12,40","10,72","-77,35","0,51","1,26","0,05","9,90","0,49","149,22","2,54","12,70%","25,66%",-%,"R$ 0,0000",CSAB3,ON,"65,79","70,97%","0,00%","1,22%","25,90"
"28,25%","13,81%","1,92","1,46","0,48","1,45","12,87","9,79","0,58","1,77","0,87","28,72%","14,36%","18,87%","13,29","R$ 13,29","3,55","R$ 12,05","11,27%","-1,82","4,18","10,94","8,33","0,67","0,91","0,03","13,94","0,33","1,57","2,75","6,52%","19,73%","8,91%","R$ 0,1748",FRAS3,ON,"12,07","210,28%","0,17%","-5,18%","4,39"
-%,"-3,90%","2,39","2,12",-,-,"3,29","2,92","0,57","0,21","-19,42","50,78%","18,15%","20,45%","38,06","R$ 36,00","22,91","R$ 33,00","-11,33%","-0,23","-0,06","1,06","0,94","3,02","0,11","0,03","-1,70","-2,02","0,19","-0,05","-6,42%","-3,18%","-5,89%","R$ 0,0000",ESTR4,PN,"33,00","-4,35%","-4,04%","-7,23%","-611,41"
"29,14%","19,79%","2,13","1,86","0,83","1,28","7,40","6,48","0,41","1,68","2,94","33,46%","26,73%","30,53%","25,53","R$ 25,30","16,48","R$ 24,19","16,63%","-0,85","4,25","5,27","4,61","0,72","0,57","0,37","8,47","0,28","1,41","2,05","6,74%","24,23%","12,88%","R$ 0,3200",EQTL3,ON,"24,94","30,99%","1,59%","-0,20%","12,15"
"6,67%","7,01%","1,50","1,18","0,52","6,19","10,05","7,93","0,48","1,96","0,33","30,26%","19,90%","25,21%","4,98","R$ 4,98","2,57","R$ 4,04","12,23%","-1,37","4,10","8,54","6,74","0,72","0,82","0,26","13,90","0,28","1,70","2,96","5,87%","21,30%","12,17%","R$ 0,2800",EQPA3,ON,"4,52","55,86%","-1,31%","11,88%","1,53"
"35,54%","10,79%","5,25","3,53","1,89","3,94","11,08","7,45","0,45","1,10","0,81","17,99%","13,29%","19,77%","9,17","R$ 7,23","6,46","R$ 6,94","7,23%","-0,40","10,65","4,70","3,16","0,84","0,28","0,04","8,65","0,16","0,62","1,69","3,22%","19,55%","7,85%","R$ 0,2760",ENGI4,PN,"7,00","-8,74%","0,00%","-1,82%","4,14"
"2,02%","-41,88%",-,-,-,-,"9,68","-69,83","0,01","2,24","6,65","169,17%","1.391,38%","-192,91%","53,00","R$ 53,00","45,74","R$ 53,00","1.507,38%","-1,24","9,99","8,64","-62,31","0,51","1,01","0,04","7,97","0,49","120,21","2,05","12,70%","25,66%",-%,"R$ 0,0000",CSAB4,PN,"53,00","15,04%","0,00%","0,00%","25,90"
"-0,79%","-0,89%","0,65","0,55","0,11","6,09","9,87","8,32","0,29","4,66","0,74","34,82%","14,75%","17,51%","17,06","R$ 13,31","7,49","R$ 12,20","7,53%","-0,84","0,97","9,22","7,77","0,74","0,40","1,44","18,06","0,26","1,36","1,52","2,22%","8,44%","7,89%","R$ 0,8100",DIRR3,ON,"13,31","67,84%","2,46%","9,10%","8,74"
-%,"15,93%","-2,96",-,"-0,54","1,47","10,15",-,"0,69","5,27","6,36","36,04%","18,15%",-%,"60,64","R$ 59,99","19,20","R$ 56,02","25,21%","-7,53","2,58","13,11",-,"0,32","1,64","0,14","9,44","0,68","2,38","2,39","17,34%","25,34%","10,61%","R$ 0,8827",CRPG5,PNA,"59,99","173,80%","1,33%","1,68%","25,08"
"29,39%","10,93%","4,05","3,08","1,20","2,69","11,04","8,38","0,54","1,19","4,65","22,62%","16,05%","21,13%","44,10","R$ 40,74","37,64","R$ 37,94","10,80%","-0,61","15,39","5,69","4,32","0,71","0,49","0,41","8,45","0,29","0,91","1,69","5,83%","19,95%","11,29%","R$ 1,0573",CEEB3,ON,"39,29","2,77%","0,80%","-0,78%","23,31"
-%,"-6,51%","-0,24","-0,30","0,12",-,"-2,35","-2,89","0,42","1,81","-1,65","23,53%","-48,27%","-39,35%","5,30","R$ 4,10","2,67","R$ 3,75","-41,05%","-0,58","3,62","-2,11","-2,59","0,57","0,43","0,00","-2,48","0,43","1,02","0,99","-17,20%","-40,09%","-37,26%","R$ 0,0000",MEAL3,ON,"4,10","38,98%","1,74%","9,33%","4,13"
-%,"-1,38%","-251,66","222,17",-,-,"-257,75","227,55","0,13","0,03","-230,11","17,33%","-1,55%","1,75%","107,00","R$ 47,03","7,00","R$ 38,00","-87,65%","-0,02","-0,01","-10,84","9,57","2,67","0,02","0,02","-0,19","-1,67","0,17","-0,01","-11,55%","-6,90%","0,62%","R$ 0,0000",TEKA3,ON,"44,00","456,96%","-3,30%","1,62%","-3.335,26"
-%,"-8,09%","-0,94","-1,00","0,07",-,"-11,39","-12,14","0,25","2,12","-1,18","27,07%","-14,09%","-13,22%","12,20","R$ 9,14","5,75","R$ 8,48","-19,50%","-0,63","1,63","-10,45","-11,14","0,52","0,36","-1,92","-7,55","0,48","1,47","0,76","-4,82%","-10,01%","-7,37%","R$ 0,0000",MDNE3,ON,"8,90","43,09%","0,23%","4,95%","11,78"
-%,"49,43%","14,46","7,01","1,92",-,"37,27","18,07","0,26","3,20","-0,14","25,48%","13,86%","28,59%","7,56","R$ 6,13","5,25","R$ 6,03","-7,22%","-1,08","4,71","22,81","11,06","0,73","0,81","0,16","-43,80","0,27","3,16","3,03","-1,85%","-6,92%","2,65%","R$ 0,0000",HBSA3,ON,"6,08","-18,06%","0,00%","0,83%","2,01"
"-5,56%","-2,95%","-4,66","-3,60","-0,33","1,92","21,55","16,68","0,41","9,12","0,45","46,10%","15,88%","20,52%","9,11","R$ 8,75","6,14","R$ 7,93","21,36%","-5,36","2,77","26,21","20,28","0,10","1,69","-1,07","19,48","0,90","4,16","1,87","8,67%","9,58%","6,18%","R$ 0,1677",GRND3,ON,"8,75","21,87%","0,69%","10,34%","4,69"
-%,-%,"-0,65","-0,63","-0,26",-,"18,64","17,83","0,87","1,89","1,00","32,84%","18,10%","18,92%","23,26","R$ 23,26","17,00","R$ 20,20","15,37%","-18,68","7,75","19,29","18,45","0,60","3,05","0,31","22,73","0,40","3,49","7,63","13,43%","33,59%","25,39%","R$ 0,0000",INTB3,ON,"22,75","15,25%","-2,19%","7,67%","2,98"
"3,02%","2,90%","2,12","1,87","0,57","4,76","6,55","5,77","0,47","1,60","1,89","21,34%","18,66%","21,16%","15,25","R$ 12,94","7,26","R$ 12,51","11,35%","-0,51","3,40","4,16","3,67","0,68","0,36","-0,81","6,84","0,32","0,78","1,12","5,30%","16,39%","11,60%","R$ 0,6143",CMIG4,PN,"12,90","39,61%","0,55%","1,02%","11,51"
"31,75%","4,67%","1,17","0,86","0,40","3,99","4,62","3,41","0,83","1,12","13,45","13,59%","7,69%","10,41%","64,00","R$ 60,00","48,01","R$ 57,50","5,86%","-0,34","5,30","3,37","2,49","0,81","0,22","0,05","4,42","0,19","0,26","1,16","4,86%","26,13%","12,05%","R$ 2,3757",CLSC3,ON,"59,50","19,00%","-0,83%","3,48%","51,45"
-%,-%,"6,59","4,07","2,56",-,"33,08","20,43","0,49","0,83","-0,09","47,92%","9,77%","15,81%","14,00","R$ 12,35","10,52","R$ 11,51","-1,93%","-1,44","-51,76","26,49","16,36","0,88","1,27","1,04","-133,88","0,12","2,59","10,31","-0,95%","-7,70%","9,18%","R$ 0,0000",CSED3,ON,"12,20","-6,01%","-1,21%","2,95%","1,18"
-%,"-32,17%",-,-,-,-,"-3,84",-,"0,04","1,26","-2,18","-18,91%","-40,19%",-%,"3,20","R$ 2,74","1,68","R$ 1,86","-154,60%","-0,13","0,48","-3,81",-,"0,94","0,06","0,00","-0,99","0,06","1,53","0,93","-5,67%","-94,38%",-%,"R$ 0,0000",IDVL3,ON,"2,16","20,67%","1,41%","-20,59%","2,31"
-%,"15,93%","-2,96",-,"-0,54","1,47","10,15",-,"0,69","5,27","6,36","36,04%","18,15%",-%,"60,00","R$ 60,00","21,17","R$ 59,99","25,21%","-7,53","2,58","13,11",-,"0,32","1,64","0,14","9,44","0,68","2,38","2,39","17,34%","25,34%","10,61%","R$ 0,8827",CRPG3,ON,"59,99","166,74%","-0,02%","-0,02%","25,08"
-%,"-10,63%","0,50",-,-,-,"-1,08",-,"1,15","0,36","-1,07","-10,45%","-53,90%",-%,"1,89","R$ 1,00","0,78","R$ 0,92","-98,60%","-1,76","-1,23","-1,58",-,"3,60","0,98","-0,01","-0,86","-2,60","0,85","-0,38","-113,37%","-43,56%","23,96%","R$ 0,0000",DMMO3,ON,"0,92","-21,37%","0,00%","0,00%","-2,45"
"-12,74%","22,77%","-34,88","-8,08","-0,56",-,"191,29","44,30","0,33","4,85","0,07","34,08%","3,31%","14,30%","27,43","R$ 22,84","17,25","R$ 22,22","2,36%","-5,36","5,76","226,17","52,37","0,32","2,47","-1,52","317,44","0,68","7,49","3,61","0,78%","1,14%","0,99%","R$ 0,0000",SQIA3,ON,"22,30","12,74%","0,36%","-0,31%","6,17"
-%,"4,14%","-2,26","-3,51",-,-,"-3,56","-5,54","1,28","0,62","-18,12","14,98%","-9,89%","-6,36%","125,00","R$ 15,08","9,56","R$ 14,20","-27,33%","-0,65","-0,84","-2,28","-3,55","4,45","0,29","0,04","-0,83","-3,45","0,23","-0,08","-34,99%","-10,13%","4,07%","R$ 0,0000",SNSY3,ON,"14,98","56,69%","-0,13%","5,49%","-178,74"
-%,"-30,32%",-,-,-,-,"27,43",-,"0,19","4,63","0,49","79,12%","22,22%",-%,"41,68","R$ 27,66","17,30","R$ 26,00","15,28%","-2,55","5,07","36,77",-,"0,18","1,55","-1,04","53,48","0,82","8,17","1,89","2,90%","3,54%",-%,"R$ 0,0000",MERC3,ON,"26,00","-37,62%","0,00%","-6,00%","13,75"
-%,-%,"-1,48",-,"0,09",-,"-5,10",-,"0,00","0,00","-0,86",-%,-%,-%,"2,78","R$ 2,78","1,10","R$ 2,43",-%,"-0,07","-0,41","-3,52",-,"0,67","0,07","0,04","-3,16","0,33",-,"0,21","-2,26%","-6,76%","-5,56%","R$ 0,0000",JBDU4,PN,"2,71","105,30%","-2,52%","2,26%","12,70"
"-10,45%","6,04%",-,-,-,"1,95","49,42","28,85","0,09",-,"1,93","57,67%","3,01%","5,16%","32,55","R$ 27,95","20,47","R$ 26,64","10,87%","-0,14",-,"52,39","30,59","0,92","0,14","-0,48","14,50","0,08","1,58","1,77","0,94%","12,23%",-%,"R$ 0,5446",ITUB4,PN,"27,95","26,01%","1,12%","3,14%","15,76"
"30,90%","3,60%","-0,03","-0,02","-0,02","4,72","2,66","2,30","0,25","0,67","7,43","97,03%","95,99%","111,07%","48,44","R$ 40,08","35,00","R$ 39,00","48,37%","-1,01","-3,83","2,71","2,34","0,67","0,66","0,03","5,38","0,33","2,60","1,98","12,27%","36,71%","36,51%","R$ 1,8863",GEPA4,PN,"40,00","-1,98%","1,73%","2,56%","20,24"
-%,"0,11%","1,90","1,31","0,32","1,55","12,07","8,32","0,69","2,04","1,38","13,54%","11,86%","17,21%","27,15","R$ 27,15","9,27","R$ 23,88","5,40%","-1,18","3,91","8,99","6,19","0,51","0,74","0,20","19,74","0,49","1,07","1,50","3,75%","7,61%","8,41%","R$ 0,4200",GGBR3,ON,"27,15","164,88%","0,41%","13,69%","18,08"
-%,"16,57%","1,55","1,43","15,97",-,"6,52","6,00","1,21","1,62","2,74","42,60%","24,49%","26,60%","25,78","R$ 23,30","3,67","R$ 21,71","14,87%","-4,00","5,97","4,88","4,50","0,97","1,45","0,02","8,04","0,03","1,20","50,17","18,05%","623,63%","45,22%","R$ 0,0000",TASA4,PN,"22,06","467,10%","-3,12%","1,61%","0,44"
-%,"-2,24%","-1,89","-1,89",-,-,"-1,91","-1,91","0,13","0,02","-337,35","100,00%","-10.956,88%","-10.956,88%","14,89","R$ 12,50","3,52","R$ 9,21","-10.958,54%","-0,54","-0,10","-0,03","-0,03","48,10","0,48","0,00","-0,03","-47,10","3,61","-0,01","-1.459,90%","-31,00%","74,65%","R$ 0,0000",HETA4,PN,"11,11","207,76%","-2,54%","18,57%","-1.088,28"
-%,"-5,14%","-1,79","-3,27",-,-,"-3,11","-5,67","0,61","0,61","-9,42","-1,27%","-22,66%","-12,43%","10,12","R$ 10,12","4,16","R$ 5,10","-31,69%","-0,25","-1,04","-1,31","-2,40","1,31","0,18","0,00","-0,94","-0,31","0,30","-0,58","-19,34%","-61,84%","1.554,27%","R$ 0,0000",PLAS3,ON,"8,85","91,97%","-3,59%","73,53%","-15,23"
-%,"26,58%","-1,48","-0,80","-0,17","0,23","171,29","92,49","1,18","1,25","0,06","25,77%","2,83%","5,23%","27,42","R$ 22,20","11,82","R$ 20,18","1,34%","-18,15","42,11","172,76","93,29","0,70","5,78","-6,32","363,68","0,30","4,88","19,45","1,59%","5,35%","8,90%","R$ 0,0498",MGLU3,ON,"21,92","81,16%","-1,26%","7,24%","1,13"
-%,"4,71%","3,53","2,27","1,92",-,"13,93","8,97","0,51","2,54","0,12","20,68%","17,12%","26,57%","19,75","R$ 19,00","11,47","R$ 15,45","1,15%","-1,75","3,12","10,40","6,70","0,84","0,91","9,45","154,76","0,16","1,78","5,66","0,59%","3,66%","9,07%","R$ 0,0000",LOGN3,ON,"19,00","30,14%","0,85%","22,98%","3,36"
"-29,08%","1,60%","3,26",-,"0,38",-,"15,20",-,"0,80","1,24","0,40","14,30%","6,27%",-%,"5,38","R$ 5,00","3,03","R$ 4,67","3,39%","-0,65","3,82","6,83",-,"0,57","0,34","-0,40","12,64","0,43","0,43","0,79","2,71%","6,28%","6,34%","R$ 0,0000",PTNT4,PN,"5,00","24,38%","0,40%","7,07%","6,30"
-%,"-6,66%","-0,40","-0,47","9,72",-,"-3,55","-4,19","0,12","0,97","-5,95","82,80%","-224,58%","-190,54%","22,65","R$ 22,00","9,28","R$ 19,26","-191,51%","-2,24","-47,51","-3,15","-3,72","0,99","0,87","0,00","-3,70","0,01","7,08","76,76","-23,48%","-2.075,39%","-109,51%","R$ 0,0000",CVCB3,ON,"22,00","71,88%","2,90%","14,23%","0,29"
"3,02%","2,90%","2,12","1,87","0,57","4,00","6,55","5,77","0,47","1,60","1,89","21,34%","18,66%","21,16%","17,37","R$ 15,80","7,20","R$ 15,27","11,35%","-0,60","4,05","4,96","4,37","0,68","0,43","-0,97","8,15","0,32","0,92","1,33","5,30%","16,39%","11,60%","R$ 0,6143",CMIG3,ON,"15,36","63,75%","-0,58%","-1,29%","11,51"
"12,66%","8,73%","2,99","2,06","0,59","3,20","9,54","6,56","0,35","1,09","1,42","37,18%","25,24%","36,69%","63,88","R$ 42,99","35,43","R$ 41,00","5,47%","-0,67","54,34","6,54","4,50","0,55","0,58","-0,42","30,19","0,45","1,65","1,29","1,93%","4,27%","10,34%","R$ 1,3767",SBSP3,ON,"42,99","6,54%","1,13%","4,85%","33,35"
"15,50%","12,35%","-0,99","-0,86","-0,23","0,80","56,42","48,69","0,88","2,13","1,12","31,13%","16,12%","18,68%","91,76","R$ 78,30","36,10","R$ 74,98","13,40%","-21,94","24,23","57,42","49,54","0,40","8,11","1,54","69,08","0,60","9,26","13,55","11,75%","19,62%","18,11%","R$ 0,6196",WEGE3,ON,"77,05","98,79%","-1,60%","2,65%","5,68"
"68,84%","9,47%","2,17","1,53","0,28","2,21","9,20","6,48","0,66","1,22","1,56","31,45%","10,81%","15,34%","10,79","R$ 10,79","3,78","R$ 8,96","8,02%","-0,51","5,56","4,76","3,36","0,46","0,34","0,05","6,42","0,54","0,51","0,62","5,27%","9,73%","4,85%","R$ 0,2210",EUCA4,PN,"9,99","128,08%","-3,29%","9,30%","15,99"
"20,00%","18,22%","1,68","2,26","0,89","8,00","6,01","8,10","0,25","2,80","6,57","70,57%","89,71%","66,53%","40,15","R$ 40,15","23,91","R$ 37,89","63,54%","-1,18","9,11","4,33","5,84","0,57","0,98","0,05","6,11","0,43","3,88","2,30","16,04%","37,55%","22,30%","R$ 3,2110",TAEE11,,"40,15","65,84%","2,35%","5,96%","17,49"
-%,"-0,25%","-1,36",-,-,-,"-2,18",-,"0,88","0,51","-167,64","-1,71%","-19,46%",-%,"88,00","R$ 67,89","48,00","R$ 56,01","-46,18%","-0,19","-0,53","-0,82",-,"2,43","0,14","-0,01","-0,35","-1,43","0,16","-0,10","-40,42%","-28,26%","14,65%","R$ 0,0000",CEED3,ON,"58,15","-27,31%","3,82%","-7,58%","-593,23"
-%,-%,"1,14",-,"-0,97",-,"1,14",-,"0,00",-,"0,00",-%,-%,-%,-,R$ -,-,R$ -,-%,-,"0,00","0,00",-,"0,00","0,00","0,00","0,00","1,00",-,"0,00","-84,00%","-84,00%","-85,33%","R$ 0,0000",QVQP3B,ON,"0,00",-%,"0,00%",-%,"0,00"
"30,12%","26,66%","-1,35",-,"-0,20",-,"-1,35",-,"0,39","2,86","0,19","65,58%","28,66%",-%,-,R$ -,-,R$ -,"19,87%","0,00","0,00","0,00",-,"0,25","0,00","0,00","0,00","0,75","0,00","0,00","7,84%","10,41%","7,86%","R$ 5,7430",CTCA3,,"0,00",-%,"0,00%",-%,"1,86"
"6,67%","7,01%","1,50","1,18","0,52","4,00","10,05","7,93","0,48","1,96","0,33","30,26%","19,90%","25,21%","6,56","R$ 6,29","4,24","R$ 5,96","12,23%","-1,90","5,67","11,81","9,32","0,72","1,13","0,36","19,21","0,28","2,35","4,09","5,87%","21,30%","12,17%","R$ 0,2500",EQPA5,PNA,"6,25","-0,95%","0,00%","4,87%","1,53"
-%,"17,75%",-,-,-,"2,14","-4,31",-,"0,37","0,92","-1,20","-18,47%","-21,42%",-%,"12,01","R$ 6,44","5,41","R$ 6,05","-17,94%","-1,07","-5,57","-4,31",-,"0,81","0,34","0,02","-5,14","0,19","0,92","1,84","-6,70%","-35,74%",-%,"R$ 0,1320",IRBR3,ON,"6,17","-43,08%","-1,28%","1,98%","3,36"
"64,28%","62,04%","4,21","2,35","0,53",-,"4,21","2,35","0,87","1,71","1,31","42,91%","5,08%","9,13%",-,R$ -,-,R$ -,"4,04%","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,35","0,00","0,00","3,51%","9,95%","5,00%","R$ 0,5115",PTCA3,ON,"0,00",-%,"0,00%",-%,"13,13"
